_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,relevant,message,msg_id,relevant_gold,user_id
946827642,5/5/2016 03:25:17,1976491177,5/5/2016 03:24:40,false,clixsense,0.58,16328164,PAK,05,Karachi,39.50.156.54,reaction_to_suicide_news_movie_music,"@SOMEONE If we are talking about numbers, we will cross 1000. That is how many were hanged, burned alive or commited suicide out of fear.",457586934299496448,,2172747780
946827642,5/5/2016 03:25:24,1976491239,5/5/2016 03:24:52,false,clixsense,0.6563,34827464,VEN,15,Ocumare Del Tuy,190.36.222.220,suicidal_thoughts,"@SOMEONE If we are talking about numbers, we will cross 1000. That is how many were hanged, burned alive or commited suicide out of fear.",457586934299496448,,2172747780
946827642,5/5/2016 03:25:27,1976491283,5/5/2016 03:24:43,false,gifthunterclub,0.65,34036027,LTU,"","",86.38.37.129,reaction_to_suicide_news_movie_music,"@SOMEONE If we are talking about numbers, we will cross 1000. That is how many were hanged, burned alive or commited suicide out of fear.",457586934299496448,,2172747780
946827642,5/5/2016 03:25:31,1976491308,5/5/2016 03:24:52,false,clixsense,0.705,33271440,IND,07,Delhi,120.59.58.254,reaction_to_suicide_news_movie_music,"@SOMEONE If we are talking about numbers, we will cross 1000. That is how many were hanged, burned alive or commited suicide out of fear.",457586934299496448,,2172747780
946827642,5/5/2016 03:25:58,1976491550,5/5/2016 03:24:53,false,clixsense,0.6338,34977878,PHL,D9,Mandaluyong,112.209.75.91,reaction_to_suicide_news_movie_music,"@SOMEONE If we are talking about numbers, we will cross 1000. That is how many were hanged, burned alive or commited suicide out of fear.",457586934299496448,,2172747780
946827643,5/5/2016 03:21:39,1976489292,5/5/2016 03:21:08,false,neodev,0.652,33770137,VEN,25,Caracas,201.242.151.81,supportive_messages_or_helpful_information_to_prevent_suicide,"I heard someone today call suicide ""the cowards way out"" and this friends is why we need a serious conversation about mental health.",502854499845697537,,451332647
946827643,5/5/2016 03:21:56,1976489399,5/5/2016 03:21:23,false,clixsense,0.6563,34827464,VEN,15,Ocumare Del Tuy,190.36.222.220,supportive_messages_or_helpful_information_to_prevent_suicide,"I heard someone today call suicide ""the cowards way out"" and this friends is why we need a serious conversation about mental health.",502854499845697537,,451332647
946827643,5/5/2016 03:22:12,1976489576,5/5/2016 03:21:36,false,neodev,0.734,33699696,IDN,30,Bandung,150.107.244.110,supportive_messages_or_helpful_information_to_prevent_suicide,"I heard someone today call suicide ""the cowards way out"" and this friends is why we need a serious conversation about mental health.",502854499845697537,,451332647
946827643,5/5/2016 03:22:40,1976489777,5/5/2016 03:21:40,false,clixsense,0.6338,34977878,PHL,D9,Mandaluyong,112.209.75.91,supportive_messages_or_helpful_information_to_prevent_suicide,"I heard someone today call suicide ""the cowards way out"" and this friends is why we need a serious conversation about mental health.",502854499845697537,,451332647
946827643,5/5/2016 03:22:59,1976489913,5/5/2016 03:21:33,false,gifthunterclub,0.5394,21110164,CHL,12,Santiago,190.160.50.76,suicidal_thoughts,"I heard someone today call suicide ""the cowards way out"" and this friends is why we need a serious conversation about mental health.",502854499845697537,,451332647
946827644,5/5/2016 03:25:24,1976491247,5/5/2016 03:24:59,false,tremorgames,0.6533,16870076,ARG,01,Rafael Calzada,190.51.181.198,reaction_to_suicide_news_movie_music,a kid in lake mary committed suicide yesterday at his school campus due to bullying #resteasybuddy #suicideawareness,510396671352913920,,2352249061
946827644,5/5/2016 03:25:25,1976491260,5/5/2016 03:24:56,false,tremorgames,0.7029,37087253,USA,FL,Oviedo,68.205.120.203,reaction_to_suicide_news_movie_music,a kid in lake mary committed suicide yesterday at his school campus due to bullying #resteasybuddy #suicideawareness,510396671352913920,,2352249061
946827644,5/5/2016 03:25:42,1976491395,5/5/2016 03:25:02,false,instagc,0.4889,13581319,USA,IL,Waltonville,208.70.36.12,reaction_to_suicide_news_movie_music,a kid in lake mary committed suicide yesterday at his school campus due to bullying #resteasybuddy #suicideawareness,510396671352913920,,2352249061
946827644,5/5/2016 03:26:13,1976491628,5/5/2016 03:25:07,false,clixsense,0.76,19420291,BRA,15,Juiz De Fora,201.50.228.212,reaction_to_suicide_news_movie_music,a kid in lake mary committed suicide yesterday at his school campus due to bullying #resteasybuddy #suicideawareness,510396671352913920,,2352249061
946827644,5/5/2016 03:56:54,1976506175,5/5/2016 03:55:06,false,elite,0.4643,31727423,VNM,44,Hanoi,116.108.220.222,suicidal_thoughts,a kid in lake mary committed suicide yesterday at his school campus due to bullying #resteasybuddy #suicideawareness,510396671352913920,,2352249061
946827645,5/5/2016 03:18:38,1976488290,5/5/2016 03:17:29,false,neodev,0.734,33699696,IDN,30,Bandung,150.107.244.110,suicidal_thoughts,Wonder if I died and am in hell...depression is eating at me bad last couple of days...,522406210658897921,,30458278
946827645,5/5/2016 03:19:20,1976488520,5/5/2016 03:18:38,false,clixsense,0.6338,34977878,PHL,D9,Mandaluyong,112.209.75.91,suicidal_thoughts,Wonder if I died and am in hell...depression is eating at me bad last couple of days...,522406210658897921,,30458278
946827645,5/5/2016 03:20:59,1976489114,5/5/2016 03:19:23,false,elite,0.4643,31727423,VNM,44,Hanoi,116.108.220.222,suicidal_thoughts,Wonder if I died and am in hell...depression is eating at me bad last couple of days...,522406210658897921,,30458278
946827645,5/5/2016 03:21:04,1976489123,5/5/2016 03:19:32,false,clixsense,0.6533,32228468,ESP,55,Burgos,83.43.224.119,suicidal_thoughts,Wonder if I died and am in hell...depression is eating at me bad last couple of days...,522406210658897921,,30458278
946827645,5/5/2016 03:50:48,1976503371,5/5/2016 03:49:44,false,clixsense,0.76,19420291,BRA,15,Juiz De Fora,201.50.228.212,suicidal_thoughts,Wonder if I died and am in hell...depression is eating at me bad last couple of days...,522406210658897921,,30458278
946827646,5/5/2016 03:25:39,1976491371,5/5/2016 03:25:14,false,gifthunterclub,0.5394,21110164,CHL,12,Santiago,190.160.50.76,supportive_messages_or_helpful_information_to_prevent_suicide,"WE need to talk about Depression Hello there ,Do you need help with depression? Then worry not this helped me out. http://LINK",478179457451433985,,1398987876
946827646,5/5/2016 03:25:42,1976491398,5/5/2016 03:25:07,false,elite,0.4643,31727423,VNM,44,Hanoi,116.108.220.222,supportive_messages_or_helpful_information_to_prevent_suicide,"WE need to talk about Depression Hello there ,Do you need help with depression? Then worry not this helped me out. http://LINK",478179457451433985,,1398987876
946827646,5/5/2016 03:25:53,1976491504,5/5/2016 03:25:19,false,clixsense,0.58,16328164,PAK,05,Karachi,39.50.156.54,supportive_messages_or_helpful_information_to_prevent_suicide,"WE need to talk about Depression Hello there ,Do you need help with depression? Then worry not this helped me out. http://LINK",478179457451433985,,1398987876
946827646,5/5/2016 03:25:56,1976491521,5/5/2016 03:25:19,false,elite,0.62,27010801,IND,02,Hyderabad,49.206.214.239,supportive_messages_or_helpful_information_to_prevent_suicide,"WE need to talk about Depression Hello there ,Do you need help with depression? Then worry not this helped me out. http://LINK",478179457451433985,,1398987876
946827646,5/5/2016 03:25:57,1976491543,5/5/2016 03:25:08,false,clixsense,0.4867,34920637,VEN,25,Caracas,190.198.36.195,supportive_messages_or_helpful_information_to_prevent_suicide,"WE need to talk about Depression Hello there ,Do you need help with depression? Then worry not this helped me out. http://LINK",478179457451433985,,1398987876
946827647,5/5/2016 03:23:25,1976490143,5/5/2016 03:23:00,false,gifthunterclub,0.5394,21110164,CHL,12,Santiago,190.160.50.76,suicidal_thoughts,High school is a joke I have dealt with depression all my school life. Done school done with this stress shit#fuckYouSchool,529691075896942592,,2188639593
946827647,5/5/2016 03:23:28,1976490148,5/5/2016 03:22:58,false,tremorgames,0.6533,16870076,ARG,01,Rafael Calzada,190.51.181.198,other,High school is a joke I have dealt with depression all my school life. Done school done with this stress shit#fuckYouSchool,529691075896942592,,2188639593
946827647,5/5/2016 03:23:31,1976490202,5/5/2016 03:23:00,false,gifthunterclub,0.65,34036027,LTU,"","",86.38.37.129,supportive_messages_or_helpful_information_to_prevent_suicide,High school is a joke I have dealt with depression all my school life. Done school done with this stress shit#fuckYouSchool,529691075896942592,,2188639593
946827647,5/5/2016 03:23:34,1976490237,5/5/2016 03:23:05,false,tremorgames,0.7029,37087253,USA,FL,Oviedo,68.205.120.203,suicidal_thoughts,High school is a joke I have dealt with depression all my school life. Done school done with this stress shit#fuckYouSchool,529691075896942592,,2188639593
946827647,5/5/2016 03:24:00,1976490428,5/5/2016 03:22:59,false,clixsense,0.4867,34920637,VEN,25,Caracas,190.198.36.195,suicidal_thoughts,High school is a joke I have dealt with depression all my school life. Done school done with this stress shit#fuckYouSchool,529691075896942592,,2188639593
946827648,5/5/2016 03:16:38,1976487465,5/5/2016 03:15:17,false,neodev,0.734,33699696,IDN,30,Bandung,150.107.244.110,other,"""Comic actor Robin Williams apparently died of asphyxia due to hanging, Marin County Sheriff's Lt. Keith Boyd says."" via @SOMEONE",499265489303240705,,106327709
946827648,5/5/2016 03:17:34,1976487869,5/5/2016 03:15:45,false,clixsense,0.6533,32228468,ESP,55,Burgos,83.43.224.119,reaction_to_suicide_news_movie_music,"""Comic actor Robin Williams apparently died of asphyxia due to hanging, Marin County Sheriff's Lt. Keith Boyd says."" via @SOMEONE",499265489303240705,,106327709
946827648,5/5/2016 03:18:36,1976488280,5/5/2016 03:15:16,false,clixsense,0.6338,34977878,PHL,D9,Mandaluyong,112.209.75.91,reaction_to_suicide_news_movie_music,"""Comic actor Robin Williams apparently died of asphyxia due to hanging, Marin County Sheriff's Lt. Keith Boyd says."" via @SOMEONE",499265489303240705,,106327709
946827648,5/5/2016 03:24:08,1976490508,5/5/2016 03:16:05,false,clixsense,0.57,27885443,MYS,14,Kuala Lumpur,175.139.170.119,reaction_to_suicide_news_movie_music,"""Comic actor Robin Williams apparently died of asphyxia due to hanging, Marin County Sheriff's Lt. Keith Boyd says."" via @SOMEONE",499265489303240705,,106327709
946827648,5/5/2016 03:51:21,1976503611,5/5/2016 03:44:10,false,elite,0.4643,31727423,VNM,44,Hanoi,116.108.220.222,reaction_to_suicide_news_movie_music,"""Comic actor Robin Williams apparently died of asphyxia due to hanging, Marin County Sheriff's Lt. Keith Boyd says."" via @SOMEONE",499265489303240705,,106327709
946827649,5/5/2016 03:25:06,1976491115,5/5/2016 03:24:25,false,elite,0.4643,31727423,VNM,44,Hanoi,116.108.220.222,reaction_to_suicide_news_movie_music,"Photo: suicidal-monsterr: devotedtothedemonsinside: suicide, sh, depressive &amp; advice blog - follow back... http://LINK",457212851338612736,,113818727
946827649,5/5/2016 03:25:09,1976491135,5/5/2016 03:24:27,false,neodev,0.652,33770137,VEN,25,Caracas,201.242.151.81,supportive_messages_or_helpful_information_to_prevent_suicide,"Photo: suicidal-monsterr: devotedtothedemonsinside: suicide, sh, depressive &amp; advice blog - follow back... http://LINK",457212851338612736,,113818727
946827649,5/5/2016 03:25:13,1976491160,5/5/2016 03:24:24,false,gifthunterclub,0.5394,21110164,CHL,12,Santiago,190.160.50.76,reaction_to_suicide_news_movie_music,"Photo: suicidal-monsterr: devotedtothedemonsinside: suicide, sh, depressive &amp; advice blog - follow back... http://LINK",457212851338612736,,113818727
946827649,5/5/2016 03:25:43,1976491406,5/5/2016 03:24:38,false,neodev,0.48,36124338,NLD,"","",95.142.108.151,reaction_to_suicide_news_movie_music,"Photo: suicidal-monsterr: devotedtothedemonsinside: suicide, sh, depressive &amp; advice blog - follow back... http://LINK",457212851338612736,,113818727
946827649,5/5/2016 03:26:11,1976491619,5/5/2016 03:24:35,false,clixsense,0.6533,32228468,ESP,55,Burgos,83.43.224.119,supportive_messages_or_helpful_information_to_prevent_suicide,"Photo: suicidal-monsterr: devotedtothedemonsinside: suicide, sh, depressive &amp; advice blog - follow back... http://LINK",457212851338612736,,113818727
946827650,5/5/2016 03:21:39,1976489290,5/5/2016 03:21:08,false,neodev,0.652,33770137,VEN,25,Caracas,201.242.151.81,reaction_to_suicide_news_movie_music,THREE WOMEN COMMIT SUICIDE IN MORANG IN TWO DAYS &gt;&gt;&gt; http://LINK,559302537137106944,,479444314
946827650,5/5/2016 03:21:56,1976489403,5/5/2016 03:21:23,false,clixsense,0.6563,34827464,VEN,15,Ocumare Del Tuy,190.36.222.220,reaction_to_suicide_news_movie_music,THREE WOMEN COMMIT SUICIDE IN MORANG IN TWO DAYS &gt;&gt;&gt; http://LINK,559302537137106944,,479444314
946827650,5/5/2016 03:22:12,1976489584,5/5/2016 03:21:36,false,neodev,0.734,33699696,IDN,30,Bandung,150.107.244.110,reaction_to_suicide_news_movie_music,THREE WOMEN COMMIT SUICIDE IN MORANG IN TWO DAYS &gt;&gt;&gt; http://LINK,559302537137106944,,479444314
946827650,5/5/2016 03:22:40,1976489774,5/5/2016 03:21:40,false,clixsense,0.6338,34977878,PHL,D9,Mandaluyong,112.209.75.91,reaction_to_suicide_news_movie_music,THREE WOMEN COMMIT SUICIDE IN MORANG IN TWO DAYS &gt;&gt;&gt; http://LINK,559302537137106944,,479444314
946827650,5/5/2016 03:22:59,1976489911,5/5/2016 03:21:33,false,gifthunterclub,0.5394,21110164,CHL,12,Santiago,190.160.50.76,other,THREE WOMEN COMMIT SUICIDE IN MORANG IN TWO DAYS &gt;&gt;&gt; http://LINK,559302537137106944,,479444314
946827651,5/5/2016 03:24:12,1976490514,5/5/2016 03:23:32,false,gifthunterclub,0.65,34036027,LTU,"","",86.38.37.129,other,"Fact: i'm live streaming g2b everyday Another fact: if internet doesn't work, imma kill myself. #suicide #G2BChancesAre off-topic",433947710652030977,,116186838
946827651,5/5/2016 03:24:14,1976490541,5/5/2016 03:23:43,false,clixsense,0.6563,34827464,VEN,15,Ocumare Del Tuy,190.36.222.220,suicidal_thoughts,"Fact: i'm live streaming g2b everyday Another fact: if internet doesn't work, imma kill myself. #suicide #G2BChancesAre off-topic",433947710652030977,,116186838
946827651,5/5/2016 03:24:14,1976490543,5/5/2016 03:23:35,false,tremorgames,0.7029,37087253,USA,FL,Oviedo,68.205.120.203,suicidal_thoughts,"Fact: i'm live streaming g2b everyday Another fact: if internet doesn't work, imma kill myself. #suicide #G2BChancesAre off-topic",433947710652030977,,116186838
946827651,5/5/2016 03:24:24,1976490672,5/5/2016 03:23:41,false,elite,0.4643,31727423,VNM,44,Hanoi,116.108.220.222,suicidal_thoughts,"Fact: i'm live streaming g2b everyday Another fact: if internet doesn't work, imma kill myself. #suicide #G2BChancesAre off-topic",433947710652030977,,116186838
946827651,5/5/2016 03:24:51,1976490939,5/5/2016 03:23:49,false,clixsense,0.6338,34977878,PHL,D9,Mandaluyong,112.209.75.91,other,"Fact: i'm live streaming g2b everyday Another fact: if internet doesn't work, imma kill myself. #suicide #G2BChancesAre off-topic",433947710652030977,,116186838
946827652,5/5/2016 03:20:09,1976488830,5/5/2016 03:18:41,false,neodev,0.734,33699696,IDN,30,Bandung,150.107.244.110,supportive_messages_or_helpful_information_to_prevent_suicide,"""Did you really want to die? ""No one commits suicide because they want to die. ""Then why do they do it? ""Because they want to stop the pain.",500462899928629250,,1565942839
946827652,5/5/2016 03:20:26,1976488889,5/5/2016 03:19:22,false,clixsense,0.6338,34977878,PHL,D9,Mandaluyong,112.209.75.91,other,"""Did you really want to die? ""No one commits suicide because they want to die. ""Then why do they do it? ""Because they want to stop the pain.",500462899928629250,,1565942839
946827652,5/5/2016 03:20:31,1976488918,5/5/2016 03:19:45,false,neodev,0.652,33770137,VEN,25,Caracas,201.242.151.81,supportive_messages_or_helpful_information_to_prevent_suicide,"""Did you really want to die? ""No one commits suicide because they want to die. ""Then why do they do it? ""Because they want to stop the pain.",500462899928629250,,1565942839
946827652,5/5/2016 03:21:16,1976489186,5/5/2016 03:20:14,false,tremorgames,0.7029,37087253,USA,FL,Oviedo,68.205.120.203,suicidal_thoughts,"""Did you really want to die? ""No one commits suicide because they want to die. ""Then why do they do it? ""Because they want to stop the pain.",500462899928629250,,1565942839
946827652,5/5/2016 03:22:11,1976489569,5/5/2016 03:20:17,false,elite,0.5933,34837948,ESP,29,Madrid,2.137.29.190,supportive_messages_or_helpful_information_to_prevent_suicide,"""Did you really want to die? ""No one commits suicide because they want to die. ""Then why do they do it? ""Because they want to stop the pain.",500462899928629250,,1565942839
946827653,5/5/2016 03:16:38,1976487463,5/5/2016 03:15:17,false,neodev,0.734,33699696,IDN,30,Bandung,150.107.244.110,other,Father of missing Oakland toddler Daphne Webb commits suicide | http://LINK,490582491359875072,,25473911
946827653,5/5/2016 03:17:34,1976487875,5/5/2016 03:15:45,false,clixsense,0.6533,32228468,ESP,55,Burgos,83.43.224.119,reaction_to_suicide_news_movie_music,Father of missing Oakland toddler Daphne Webb commits suicide | http://LINK,490582491359875072,,25473911
946827653,5/5/2016 03:18:36,1976488285,5/5/2016 03:15:16,false,clixsense,0.6338,34977878,PHL,D9,Mandaluyong,112.209.75.91,reaction_to_suicide_news_movie_music,Father of missing Oakland toddler Daphne Webb commits suicide | http://LINK,490582491359875072,,25473911
946827653,5/5/2016 03:24:08,1976490509,5/5/2016 03:16:05,false,clixsense,0.57,27885443,MYS,14,Kuala Lumpur,175.139.170.119,reaction_to_suicide_news_movie_music,Father of missing Oakland toddler Daphne Webb commits suicide | http://LINK,490582491359875072,,25473911
946827653,5/5/2016 03:51:21,1976503612,5/5/2016 03:44:10,false,elite,0.4643,31727423,VNM,44,Hanoi,116.108.220.222,other,Father of missing Oakland toddler Daphne Webb commits suicide | http://LINK,490582491359875072,,25473911
946827654,5/5/2016 03:24:51,1976490935,5/5/2016 03:24:15,false,clixsense,0.6563,34827464,VEN,15,Ocumare Del Tuy,190.36.222.220,reaction_to_suicide_news_movie_music,"Can't be a real headline. RT @SOMEONE Gene Simmons to depression sufferers: ""fuck you, then kill yourself."" http://LINK",500396663606116352,,23723046
946827654,5/5/2016 03:24:55,1976491006,5/5/2016 03:24:15,false,tremorgames,0.7029,37087253,USA,FL,Oviedo,68.205.120.203,reaction_to_suicide_news_movie_music,"Can't be a real headline. RT @SOMEONE Gene Simmons to depression sufferers: ""fuck you, then kill yourself."" http://LINK",500396663606116352,,23723046
946827654,5/5/2016 03:24:58,1976491037,5/5/2016 03:24:18,false,tremorgames,0.6533,16870076,ARG,01,Rafael Calzada,190.51.181.198,reaction_to_suicide_news_movie_music,"Can't be a real headline. RT @SOMEONE Gene Simmons to depression sufferers: ""fuck you, then kill yourself."" http://LINK",500396663606116352,,23723046
946827654,5/5/2016 03:25:01,1976491089,5/5/2016 03:24:15,false,instagc,0.4889,13581319,USA,IL,Waltonville,208.70.36.12,reaction_to_suicide_news_movie_music,"Can't be a real headline. RT @SOMEONE Gene Simmons to depression sufferers: ""fuck you, then kill yourself."" http://LINK",500396663606116352,,23723046
946827654,5/5/2016 03:25:18,1976491186,5/5/2016 03:24:14,false,elite,0.62,27010801,IND,02,Hyderabad,49.206.214.239,other,"Can't be a real headline. RT @SOMEONE Gene Simmons to depression sufferers: ""fuck you, then kill yourself."" http://LINK",500396663606116352,,23723046
946827655,5/5/2016 03:24:23,1976490666,5/5/2016 03:24:01,false,gifthunterclub,0.5394,21110164,CHL,12,Santiago,190.160.50.76,suicidal_thoughts,Dear depression and social anxiety: Fuck you.,552295108750888960,,2322618001
946827655,5/5/2016 03:24:42,1976490889,5/5/2016 03:24:13,false,gifthunterclub,0.65,34036027,LTU,"","",86.38.37.129,other,Dear depression and social anxiety: Fuck you.,552295108750888960,,2322618001
946827655,5/5/2016 03:25:07,1976491119,5/5/2016 03:24:02,false,clixsense,0.4867,34920637,VEN,25,Caracas,190.198.36.195,suicidal_thoughts,Dear depression and social anxiety: Fuck you.,552295108750888960,,2322618001
946827655,5/5/2016 03:25:31,1976491301,5/5/2016 03:24:02,false,elite,0.5933,34837948,ESP,29,Madrid,2.137.29.190,supportive_messages_or_helpful_information_to_prevent_suicide,Dear depression and social anxiety: Fuck you.,552295108750888960,,2322618001
946827655,5/5/2016 03:26:25,1976491754,5/5/2016 03:24:09,false,clixsense,0.57,27885443,MYS,14,Kuala Lumpur,175.139.170.119,suicidal_thoughts,Dear depression and social anxiety: Fuck you.,552295108750888960,,2322618001
946827656,5/5/2016 03:17:27,1976487810,5/5/2016 03:16:40,false,neodev,0.734,33699696,IDN,30,Bandung,150.107.244.110,supportive_messages_or_helpful_information_to_prevent_suicide,Veronica needs to seek help and spend her time in a mental institution because of the picture she just posted,534099953409617920,,464117425
946827656,5/5/2016 03:19:31,1976488563,5/5/2016 03:17:35,false,clixsense,0.6533,32228468,ESP,55,Burgos,83.43.224.119,supportive_messages_or_helpful_information_to_prevent_suicide,Veronica needs to seek help and spend her time in a mental institution because of the picture she just posted,534099953409617920,,464117425
946827656,5/5/2016 03:19:43,1976488656,5/5/2016 03:18:18,false,neodev,0.652,33770137,VEN,25,Caracas,201.242.151.81,other,Veronica needs to seek help and spend her time in a mental institution because of the picture she just posted,534099953409617920,,464117425
946827656,5/5/2016 03:22:23,1976489624,5/5/2016 03:18:32,false,tremorgames,0.6533,16870076,ARG,01,Rafael Calzada,190.51.181.198,supportive_messages_or_helpful_information_to_prevent_suicide,Veronica needs to seek help and spend her time in a mental institution because of the picture she just posted,534099953409617920,,464117425
946827656,5/5/2016 03:23:56,1976490399,5/5/2016 03:16:13,false,clixsense,0.76,19420291,BRA,15,Juiz De Fora,201.50.228.212,supportive_messages_or_helpful_information_to_prevent_suicide,Veronica needs to seek help and spend her time in a mental institution because of the picture she just posted,534099953409617920,,464117425
946827657,5/5/2016 03:24:23,1976490658,5/5/2016 03:24:01,false,gifthunterclub,0.5394,21110164,CHL,12,Santiago,190.160.50.76,reaction_to_suicide_news_movie_music,very saddened to hear about recent tragedies of students at my old high school w.t woodson. Please seek help if you're feeling overwhelmed.,439604608525434881,,421365990
946827657,5/5/2016 03:24:42,1976490888,5/5/2016 03:24:13,false,gifthunterclub,0.65,34036027,LTU,"","",86.38.37.129,reaction_to_suicide_news_movie_music,very saddened to hear about recent tragedies of students at my old high school w.t woodson. Please seek help if you're feeling overwhelmed.,439604608525434881,,421365990
946827657,5/5/2016 03:25:07,1976491121,5/5/2016 03:24:02,false,clixsense,0.4867,34920637,VEN,25,Caracas,190.198.36.195,supportive_messages_or_helpful_information_to_prevent_suicide,very saddened to hear about recent tragedies of students at my old high school w.t woodson. Please seek help if you're feeling overwhelmed.,439604608525434881,,421365990
946827657,5/5/2016 03:25:31,1976491300,5/5/2016 03:24:02,false,elite,0.5933,34837948,ESP,29,Madrid,2.137.29.190,supportive_messages_or_helpful_information_to_prevent_suicide,very saddened to hear about recent tragedies of students at my old high school w.t woodson. Please seek help if you're feeling overwhelmed.,439604608525434881,,421365990
946827657,5/5/2016 03:26:25,1976491751,5/5/2016 03:24:09,false,clixsense,0.57,27885443,MYS,14,Kuala Lumpur,175.139.170.119,supportive_messages_or_helpful_information_to_prevent_suicide,very saddened to hear about recent tragedies of students at my old high school w.t woodson. Please seek help if you're feeling overwhelmed.,439604608525434881,,421365990
946827658,5/5/2016 03:20:09,1976488825,5/5/2016 03:18:41,false,neodev,0.734,33699696,IDN,30,Bandung,150.107.244.110,reaction_to_suicide_news_movie_music,"Robin Williams hanged himself, sheriff says #Chicago http://LINK",499344296189759488,,205511066
946827658,5/5/2016 03:20:26,1976488891,5/5/2016 03:19:22,false,clixsense,0.6338,34977878,PHL,D9,Mandaluyong,112.209.75.91,reaction_to_suicide_news_movie_music,"Robin Williams hanged himself, sheriff says #Chicago http://LINK",499344296189759488,,205511066
946827658,5/5/2016 03:20:31,1976488919,5/5/2016 03:19:45,false,neodev,0.652,33770137,VEN,25,Caracas,201.242.151.81,reaction_to_suicide_news_movie_music,"Robin Williams hanged himself, sheriff says #Chicago http://LINK",499344296189759488,,205511066
946827658,5/5/2016 03:21:16,1976489188,5/5/2016 03:20:14,false,tremorgames,0.7029,37087253,USA,FL,Oviedo,68.205.120.203,reaction_to_suicide_news_movie_music,"Robin Williams hanged himself, sheriff says #Chicago http://LINK",499344296189759488,,205511066
946827658,5/5/2016 03:22:11,1976489567,5/5/2016 03:20:17,false,elite,0.5933,34837948,ESP,29,Madrid,2.137.29.190,other,"Robin Williams hanged himself, sheriff says #Chicago http://LINK",499344296189759488,,205511066
946827659,5/5/2016 03:22:43,1976489805,5/5/2016 03:22:05,false,neodev,0.652,33770137,VEN,25,Caracas,201.242.151.81,supportive_messages_or_helpful_information_to_prevent_suicide,Every 40 seconds some one in the world dies by #suicide. Reaching out to a friend in need may help save their life. #StayStrong #StopSuicide,483464747157708800,,513883865
946827659,5/5/2016 03:22:52,1976489872,5/5/2016 03:22:13,false,neodev,0.734,33699696,IDN,30,Bandung,150.107.244.110,supportive_messages_or_helpful_information_to_prevent_suicide,Every 40 seconds some one in the world dies by #suicide. Reaching out to a friend in need may help save their life. #StayStrong #StopSuicide,483464747157708800,,513883865
